traffic_id,hour,day_of_week,zone_type,traffic_level,avg_speed_kmph
TRF037966,22,6,commercial,medium,33.1
TRF016900,17,6,commercial,high,16.1
TRF035934,3,5,commercial,low,70.2
TRF078533,2,4,commercial,low,64.2
TRF021881,21,0,residential,low,56.4
TRF066044,19,1,commercial,high,16.1
TRF068651,3,6,commercial,low,57.9
TRF054920,11,1,industrial,medium,34.7
TRF063285,18,1,industrial,medium,
TRF008875,20,5,,low,61.7
TRF057164,11,2,residential,medium,40.6
TRF015392,6,4,residential,high,14.3
TRF058784,12,4,residential,high,11.4
TRF047974,5,5,,medium,48.0
TRF045527,10,,residential,medium,41.2
TRF073446,8,2,industrial,high,27.8
TRF033100,2,4,,low,77.3
TRF072155,2,2,commercial,low,74.1
TRF054816,18,2,,high,16.0
TRF025128,18,2,industrial,high,19.9
TRF016756,20,4,,medium,35.0
TRF005743,11,6,commercial,medium,31.6
TRF020143,3,0,industrial,medium,47.7
TRF069935,7,3,commercial,,58.0
TRF026477,23,4,,medium,30.4
TRF062155,9,4,,high,25.5
TRF039516,14,4,commercial,medium,
TRF094904,12,5,residential,medium,54.7
TRF081135,2,6,,low,52.0
TRF071642,18,5,industrial,high,16.0
TRF009815,22,3,industrial,low,57.8
TRF012929,17,0,,high,14.0
TRF058428,15,5,,medium,29.2
TRF092362,15,1,industrial,medium,34.9
TRF025288,19,5,commercial,high,28.2
TRF024961,6,5,residential,low,62.8
TRF085768,6,3,,high,14.3
TRF076882,2,4,industrial,medium,31.0
TRF005380,11,4,residential,,59.1
TRF015776,20,4,residential,low,76.3
TRF078884,9,4,,low,54.8
TRF095937,21,2,industrial,medium,44.1
TRF017103,9,2,industrial,low,79.0
TRF013942,0,2,residential,low,56.7
TRF011434,2,3,residential,medium,47.2
TRF050339,6,4,,high,18.1
TRF027530,,5,industrial,low,49.5
TRF085230,15,3,,medium,26.2
TRF031229,5,3,residential,high,14.6
TRF048706,4,3,industrial,medium,40.8
TRF079262,5,1,industrial,low,65.9
TRF069320,3,0,industrial,low,69.0
TRF077190,17,0,,high,21.7
TRF047368,16,2,industrial,high,22.0
TRF047261,17,6,industrial,medium,43.2
TRF095478,6,3,commercial,medium,25.7
TRF017080,14,2,residential,low,67.9
TRF072322,22,5,commercial,low,49.9
TRF089518,17,3,,high,14.8
TRF001791,1,4,residential,low,51.8
TRF094352,7,4,commercial,medium,38.2
TRF012700,19,1,commercial,high,18.3
TRF014619,2,,,low,51.3
TRF039893,9,2,commercial,medium,31.8
TRF043816,0,2,commercial,low,50.3
TRF047656,3,5,industrial,low,62.8
TRF064394,14,6,,medium,53.1
TRF033065,4,4,commercial,low,60.8
TRF056480,8,5,residential,high,18.6
TRF013208,18,0,industrial,high,12.4
TRF079499,5,4,industrial,low,50.4
TRF036722,4,2,,low,53.7
TRF061874,17,6,industrial,high,16.0
TRF037398,0,6,,low,75.4
TRF027785,11,1,residential,high,18.8
TRF094216,22,3,,medium,45.7
TRF086564,5,3,,low,73.9
TRF006833,8,2,residential,high,29.3
TRF000071,22,1,commercial,low,75.3
TRF005360,6,4,commercial,medium,
TRF023823,13,6,,,53.7
TRF006234,0,4,residential,medium,29.3
TRF041923,2,0,industrial,low,66.8
TRF032371,7,4,commercial,low,58.3
TRF054798,14,0,residential,medium,43.8
TRF046010,19,6,commercial,medium,52.9
TRF036774,8,2,residential,high,24.1
TRF047655,18,3,industrial,high,17.0
TRF035291,19,1,industrial,high,21.7
TRF014426,23,2,industrial,low,55.9
TRF039884,19,0,,high,25.8
TRF006771,23,1,residential,low,74.8
TRF084394,23,5,industrial,,67.6
TRF002493,5,1,,low,78.3
TRF066829,23,1,,low,45.3
TRF008042,5,3,industrial,low,
TRF062810,0,5,commercial,low,79.2
TRF044064,15,1,residential,medium,52.4
TRF029069,3,2,residential,low,71.1
TRF030334,17,5,commercial,medium,46.8
TRF083010,7,6,commercial,high,20.7
TRF091772,20,5,commercial,medium,36.8
TRF040167,17,6,,high,15.0
TRF068810,4,5,,low,57.9
TRF053386,11,1,commercial,high,26.2
TRF049854,4,1,commercial,low,64.3
TRF006679,9,5,commercial,high,16.7
TRF011920,13,0,residential,medium,50.4
TRF026168,6,4,residential,low,53.3
TRF080802,12,0,residential,medium,
TRF055877,17,3,commercial,high,12.5
TRF019164,22,1,,low,66.6
TRF025190,14,0,residential,medium,
TRF035896,16,6,residential,medium,43.2
TRF005029,17,3,commercial,high,22.7
TRF052597,0,5,,low,45.9
TRF017341,3,0,,medium,41.1
TRF015790,5,6,commercial,medium,40.2
TRF030066,0,5,industrial,low,55.7
TRF019494,11,4,industrial,low,58.0
TRF083163,6,1,,high,21.2
TRF082433,,1,industrial,high,27.0
TRF077490,18,3,commercial,medium,30.3
TRF024730,7,0,industrial,low,59.8
TRF023749,10,,industrial,medium,40.5
TRF080099,10,1,residential,medium,25.0
TRF065842,5,3,,low,57.9
TRF091901,22,6,commercial,low,57.8
TRF013509,11,5,,high,10.1
TRF092598,6,4,residential,high,23.1
TRF062115,12,6,commercial,medium,27.1
TRF026007,13,4,commercial,medium,51.8
TRF056251,10,3,commercial,medium,51.6
TRF087338,9,6,commercial,medium,36.4
TRF032422,10,5,residential,medium,45.7
TRF091876,13,5,commercial,medium,25.6
TRF034542,5,4,,medium,51.9
TRF015076,11,0,,high,17.8
TRF036850,21,6,,low,48.6
TRF032699,9,3,commercial,medium,28.5
TRF024493,19,3,commercial,high,11.4
TRF067010,14,5,commercial,medium,38.7
TRF019988,15,1,,high,10.2
TRF080952,22,,commercial,low,62.5
TRF032473,8,1,residential,high,18.4
TRF056224,7,3,commercial,high,17.6
TRF010829,0,5,,medium,25.5
TRF093969,2,5,industrial,medium,49.4
TRF036992,7,4,industrial,high,25.9
TRF062940,2,5,residential,medium,36.3
TRF056929,22,0,,low,46.3
TRF078262,10,2,commercial,medium,29.9
TRF056318,17,1,commercial,high,15.5
TRF044846,16,6,commercial,high,10.9
TRF006821,7,5,industrial,high,28.2
TRF031000,10,5,industrial,medium,40.4
TRF089711,7,2,,high,16.8
TRF065537,6,6,commercial,medium,54.1
TRF045105,3,1,commercial,low,46.0
TRF020388,15,5,residential,medium,31.3
TRF016532,3,5,residential,medium,49.1
TRF002773,21,6,residential,medium,43.4
TRF014140,8,4,industrial,high,20.4
TRF014383,12,6,commercial,high,14.7
TRF017226,17,5,industrial,medium,40.5
TRF050968,14,2,,high,28.3
TRF065780,8,5,residential,high,21.5
TRF052413,12,5,industrial,medium,30.1
TRF042584,18,3,commercial,high,22.7
TRF016704,8,1,industrial,high,15.6
TRF089357,,4,residential,high,12.2
TRF095048,3,0,industrial,low,74.4
TRF072106,0,1,residential,low,
TRF064104,17,0,industrial,medium,46.2
TRF055194,4,1,industrial,low,53.1
TRF015571,20,5,residential,medium,31.1
TRF034839,16,4,commercial,medium,49.6
TRF062823,16,2,residential,medium,43.8
TRF026083,17,3,,high,26.1
TRF087321,22,2,commercial,low,56.5
TRF021013,23,1,commercial,low,77.0
TRF004143,6,4,commercial,medium,
TRF043413,1,5,residential,low,51.0
TRF055189,5,2,residential,low,46.0
TRF051714,22,0,,medium,25.7
TRF017522,20,2,commercial,low,53.9
TRF005277,18,4,industrial,medium,51.5
TRF037343,13,5,,medium,34.8
TRF024847,17,2,residential,high,23.3
TRF014506,1,5,commercial,low,52.5
TRF026014,12,5,industrial,high,24.3
TRF092959,0,0,commercial,low,70.6
TRF047086,22,3,industrial,low,51.5
TRF056881,1,2,commercial,low,75.5
TRF046366,13,3,,medium,41.3
TRF018334,9,6,commercial,high,12.9
TRF021212,10,2,,low,58.4
TRF057588,7,1,residential,medium,38.6
TRF086020,15,1,residential,low,66.4
TRF057485,12,0,residential,medium,28.6
TRF014247,16,3,,low,58.3
TRF035322,21,4,residential,low,67.9
TRF070311,21,1,,medium,39.3
TRF023879,20,1,,low,65.4
TRF056144,1,6,residential,low,73.7
TRF047776,0,5,industrial,low,58.8
TRF039228,5,3,industrial,medium,46.6
TRF049062,18,2,commercial,high,24.2
TRF051821,9,3,commercial,high,19.0
TRF061696,11,2,,high,13.9
TRF029635,3,1,industrial,high,21.1
TRF032786,12,5,residential,medium,27.4
TRF086067,22,6,industrial,low,71.4
TRF020399,,4,industrial,high,17.6
TRF000906,12,6,residential,medium,35.3
TRF063887,16,0,industrial,medium,29.7
TRF016233,18,4,commercial,medium,33.6
TRF053834,1,2,,medium,41.7
TRF020148,12,6,commercial,medium,38.3
TRF067413,6,4,commercial,low,53.2
TRF069350,15,0,commercial,medium,49.4
TRF011108,14,4,commercial,medium,36.6
TRF025893,13,1,industrial,medium,30.6
TRF064494,12,4,commercial,medium,41.8
TRF056467,2,1,residential,low,69.6
TRF013283,3,5,commercial,,51.3
TRF046470,11,2,industrial,medium,52.8
TRF052700,11,0,industrial,high,18.9
TRF024401,19,3,,high,25.3
TRF014047,21,1,commercial,low,53.9
TRF046386,5,3,residential,low,67.9
TRF039106,1,1,industrial,low,62.6
TRF043064,21,0,industrial,low,46.9
TRF060340,23,4,industrial,low,71.7
TRF080679,1,1,commercial,low,48.1
TRF046629,3,2,,low,54.7
TRF007537,3,6,residential,low,50.4
TRF063999,7,5,commercial,high,10.7
TRF080970,6,1,commercial,low,71.3
TRF060694,18,0,industrial,high,10.9
TRF004644,21,4,industrial,low,54.0
TRF067572,10,5,commercial,medium,53.4
TRF084276,6,6,industrial,medium,45.2
TRF028504,16,2,industrial,medium,49.5
TRF051593,5,2,industrial,low,60.1
TRF074560,2,6,commercial,medium,25.8
TRF082730,2,0,,low,56.8
TRF000293,16,6,,low,58.9
TRF027927,13,1,commercial,low,75.1
TRF034702,0,6,,low,58.2
TRF038476,3,4,commercial,low,77.1
TRF063325,6,1,industrial,high,14.2
TRF039214,7,,,high,
TRF038020,19,3,commercial,high,15.0
TRF015449,15,4,residential,medium,48.8
TRF070664,2,0,industrial,low,59.0
TRF032738,5,4,residential,low,61.3
TRF089007,17,5,residential,low,74.3
TRF044297,2,4,commercial,low,66.2
TRF014842,2,5,industrial,medium,28.1
TRF048928,12,0,industrial,,74.7
TRF022346,21,0,,medium,33.8
TRF049689,3,4,,low,59.6
TRF064948,0,4,industrial,low,67.7
TRF055408,21,1,commercial,low,50.1
TRF006673,2,3,commercial,low,79.1
TRF046307,19,6,industrial,medium,37.6
TRF067330,3,4,residential,low,54.8
TRF017475,18,1,residential,medium,41.6
TRF048111,7,0,residential,high,10.3
TRF009847,23,3,,low,72.6
TRF022914,8,5,residential,high,10.9
TRF093767,9,0,,medium,36.6
TRF068619,,2,residential,high,20.0
TRF088411,15,5,residential,medium,34.3
TRF022090,3,0,industrial,low,75.5
TRF058806,,6,,low,79.1
TRF079610,,0,industrial,high,19.0
TRF005552,12,5,industrial,medium,49.5
TRF079849,4,1,commercial,low,73.0
TRF089664,3,6,industrial,medium,43.4
TRF069221,15,4,,medium,54.4
TRF086662,16,1,residential,high,14.4
TRF045228,2,4,commercial,medium,27.7
TRF070036,1,0,,low,72.8
TRF095812,14,2,,low,71.1
TRF055703,0,2,commercial,high,22.7
TRF000956,20,4,industrial,low,61.1
TRF024928,13,6,commercial,,78.3
TRF080778,15,2,residential,low,52.3
TRF053146,22,4,industrial,medium,36.9
TRF016344,2,2,commercial,low,57.8
TRF091473,20,,,high,27.1
TRF069784,20,4,industrial,low,66.6
TRF088707,0,5,commercial,low,52.9
TRF089801,10,0,commercial,high,11.6
TRF067504,15,2,commercial,medium,47.7
TRF065249,8,2,commercial,high,29.1
TRF062870,7,3,residential,high,25.5
TRF017882,7,5,,high,24.0
TRF066675,21,4,,low,53.3
TRF088741,2,5,,low,68.5
TRF055573,1,0,,medium,25.4
TRF001402,7,4,residential,high,24.5
TRF064599,0,5,commercial,medium,51.9
TRF072635,8,4,industrial,medium,45.9
TRF037468,7,2,residential,high,27.4
TRF011087,23,2,,low,56.7
TRF007526,15,2,industrial,medium,44.1
TRF075408,9,4,commercial,high,25.9
TRF021642,7,4,commercial,medium,54.5
TRF012273,11,0,,medium,37.0
TRF031463,8,2,,high,26.2
TRF010053,,5,,medium,54.6
TRF010417,23,5,residential,medium,50.0
TRF083189,15,2,,low,76.7
TRF011815,7,5,industrial,high,20.8
TRF040992,16,0,industrial,high,23.0
TRF053283,20,1,commercial,medium,49.9
TRF040064,4,5,commercial,low,45.9
TRF011396,8,4,,high,17.9
TRF083314,16,6,industrial,,65.4
TRF040002,2,5,,medium,25.4
TRF029985,17,1,commercial,medium,52.7
TRF068236,15,,,medium,34.4
TRF056069,14,6,residential,high,23.1
TRF036153,20,2,industrial,low,77.1
TRF037595,,,commercial,high,26.4
TRF065829,13,5,industrial,medium,47.2
TRF061429,9,0,residential,high,15.6
TRF046400,13,1,,low,54.5
TRF057536,5,6,residential,low,46.4
TRF024000,20,1,commercial,low,75.1
TRF060004,8,5,,medium,25.6
TRF092640,15,6,,medium,45.6
TRF054821,16,1,commercial,medium,35.6
TRF079784,4,4,commercial,low,59.4
TRF088896,20,3,industrial,medium,40.5
TRF032652,8,5,,high,14.3
TRF092734,5,3,commercial,high,21.3
TRF048517,2,5,,low,64.9
TRF083781,,1,residential,high,16.2
TRF006930,17,0,,medium,36.5
TRF035045,19,2,commercial,high,14.4
TRF074392,18,5,residential,medium,51.5
TRF049651,12,3,commercial,medium,25.1
TRF018701,9,6,commercial,high,12.7
TRF016564,14,,,medium,37.3
TRF086189,15,4,,medium,30.6
TRF020381,3,4,commercial,low,70.3
TRF067315,5,1,,low,64.8
TRF090002,5,6,,medium,53.6
TRF033956,0,4,,low,57.2
TRF016722,21,4,,low,58.5
TRF077636,19,6,,high,26.0
TRF062504,0,2,residential,low,51.0
TRF052777,3,6,commercial,low,48.2
TRF077938,2,4,,low,47.6
TRF072309,9,2,industrial,high,22.2
TRF069689,1,3,commercial,medium,40.3
TRF088843,17,3,residential,high,22.9
TRF045243,8,5,,high,28.7
TRF023682,20,0,residential,medium,
TRF051061,12,3,residential,medium,47.9
TRF041681,19,4,industrial,high,22.1
TRF022381,4,6,residential,medium,
TRF006287,19,1,industrial,high,28.9
TRF012985,0,3,residential,medium,25.6
TRF079622,3,1,residential,,73.5
TRF072292,21,4,commercial,low,73.0
TRF036962,4,1,commercial,medium,32.4
TRF074994,14,0,residential,,62.8
TRF091811,9,0,industrial,medium,50.8
TRF045732,0,6,residential,medium,25.8
TRF069332,13,2,residential,medium,37.4
TRF012523,11,1,industrial,medium,41.3
TRF095966,10,3,industrial,low,69.8
TRF077179,4,5,,low,51.0
TRF040181,13,5,,medium,27.8
TRF069007,17,2,residential,high,18.2
TRF023034,6,3,commercial,medium,49.2
TRF016188,15,5,industrial,low,47.3
TRF013763,22,1,,,71.6
TRF049629,17,5,industrial,low,52.6
TRF029128,19,1,commercial,high,16.5
TRF049435,0,1,industrial,low,61.6
TRF012839,23,6,,low,70.2
TRF001293,14,0,commercial,medium,25.9
TRF035868,5,5,industrial,high,
TRF029592,5,1,industrial,low,51.8
TRF019180,19,4,residential,low,71.1
TRF094395,17,5,,high,23.4
TRF043715,17,2,industrial,high,14.8
TRF094844,14,1,residential,medium,43.1
TRF083910,4,6,commercial,,66.9
TRF043170,17,6,,high,21.9
TRF008646,6,,residential,medium,27.6
TRF053318,11,1,commercial,medium,25.2
TRF071876,1,1,residential,medium,41.3
TRF089651,13,5,industrial,low,45.9
TRF014417,22,2,,medium,
TRF069661,5,4,commercial,low,66.1
TRF016335,15,6,industrial,medium,38.7
TRF035406,7,2,industrial,high,14.3
TRF095146,13,3,industrial,low,55.2
TRF032441,,,commercial,high,28.5
TRF079117,0,,industrial,low,62.3
TRF056837,19,0,,high,27.7
TRF041466,2,1,industrial,medium,42.8
TRF020119,5,3,industrial,,50.2
TRF055010,4,1,,low,67.5
TRF021502,0,2,residential,low,47.0
TRF079292,5,2,residential,low,51.1
TRF067034,0,3,,low,73.2
TRF084905,1,6,industrial,medium,33.7
TRF086156,9,1,residential,high,24.1
TRF073878,17,6,industrial,high,29.5
TRF048778,14,6,commercial,medium,44.8
TRF025249,8,4,,,66.5
TRF084617,0,3,commercial,low,63.4
TRF091332,23,1,industrial,low,71.5
TRF082985,8,1,commercial,high,20.5
TRF035311,11,,,medium,26.0
TRF082519,,5,industrial,high,19.0
TRF009249,10,4,,medium,39.2
TRF026708,23,1,,low,45.4
TRF070243,14,0,,,46.1
TRF018776,15,3,,medium,34.7
TRF091032,23,5,commercial,medium,44.9
TRF055751,22,0,commercial,low,52.2
TRF088674,13,5,industrial,medium,43.0
TRF033316,7,1,commercial,high,20.5
TRF010913,4,1,commercial,low,76.6
TRF059778,4,0,residential,low,73.8
TRF052437,2,5,,medium,33.9
TRF021407,4,2,industrial,low,72.0
TRF085167,3,4,,low,63.2
TRF050041,15,3,residential,medium,34.5
TRF033420,4,1,industrial,low,49.0
TRF072070,0,2,industrial,medium,35.1
TRF009747,6,3,,medium,43.4
TRF081568,9,6,residential,high,11.3
TRF016842,8,3,commercial,high,28.5
TRF036359,0,0,commercial,low,76.9
TRF047064,11,4,residential,medium,51.3
TRF077567,20,3,residential,medium,26.2
TRF028317,14,0,commercial,high,26.4
TRF072362,22,4,industrial,low,66.0
TRF094079,6,1,residential,high,17.4
TRF017591,7,6,industrial,high,22.8
TRF028209,16,4,industrial,medium,51.8
TRF039284,20,4,commercial,low,48.1
TRF018569,13,0,commercial,high,21.4
TRF024652,11,6,residential,medium,43.1
TRF004815,19,6,commercial,high,22.6
TRF031078,3,5,,low,67.4
TRF005864,22,0,industrial,low,60.5
TRF086851,7,0,residential,high,27.1
TRF012978,4,2,residential,,53.8
TRF090169,17,2,industrial,high,23.4
TRF066925,16,4,industrial,low,77.4
TRF070545,0,2,residential,high,30.0
TRF079453,23,2,residential,low,46.3
TRF046153,16,3,industrial,medium,53.4
TRF041018,7,5,commercial,low,66.7
TRF091109,0,4,residential,low,73.8
TRF064284,10,5,commercial,high,25.9
TRF075638,20,0,,low,50.8
TRF018332,7,3,industrial,high,18.9
TRF058317,15,5,industrial,medium,26.7
TRF070006,8,4,,high,23.8
TRF086398,8,1,,high,11.2
TRF038457,14,1,commercial,high,28.8
TRF068085,,0,commercial,high,23.2
TRF006052,23,4,industrial,low,76.0
TRF039401,7,6,,high,28.3
TRF094223,22,4,industrial,low,49.8
TRF086267,9,1,industrial,high,10.0
TRF055451,4,6,commercial,medium,45.8
TRF022493,13,4,,medium,47.2
TRF071360,8,4,,high,18.9
TRF047653,3,3,,low,63.9
TRF039136,9,4,residential,high,20.2
TRF066342,7,5,,high,18.3
TRF016347,23,0,commercial,medium,33.1
TRF011091,11,1,,high,28.0
TRF004589,0,3,,medium,54.9
TRF033655,1,5,residential,low,56.2
TRF073728,16,4,,medium,45.1
TRF011511,6,3,commercial,medium,44.8
TRF021131,2,1,industrial,low,79.3
TRF085543,11,4,commercial,medium,32.8
TRF027031,6,4,industrial,medium,32.8
TRF075378,5,2,industrial,medium,27.8
TRF016885,,0,,high,28.8
TRF005131,21,5,industrial,medium,35.7
TRF016128,6,5,,low,54.6
TRF041196,1,4,,medium,32.2
TRF058620,9,3,,high,24.9
TRF072709,18,3,commercial,high,21.9
TRF023585,0,6,commercial,low,54.4
TRF091124,18,0,commercial,medium,30.7
TRF078526,1,6,,high,11.1
TRF023681,17,1,commercial,high,25.9
TRF015379,5,3,,high,20.9
TRF086322,14,6,commercial,medium,44.8
TRF027193,16,1,commercial,medium,28.8
TRF016265,1,4,,low,57.8
TRF085420,6,3,commercial,low,71.0
TRF093553,12,3,residential,medium,42.2
TRF070646,3,0,industrial,low,65.8
TRF076641,2,6,commercial,low,73.9
TRF068014,0,0,industrial,low,56.3
TRF008380,9,2,industrial,,51.9
TRF064037,8,2,industrial,high,10.4
TRF069480,17,4,industrial,medium,34.2
TRF070310,0,2,residential,low,50.2
TRF072884,21,4,industrial,low,48.1
TRF051616,7,2,residential,high,29.2
TRF002589,7,2,industrial,high,13.4
TRF091848,19,0,,medium,30.7
TRF053128,9,0,commercial,high,24.8
TRF024234,17,3,commercial,high,18.5
TRF070453,15,6,,medium,53.6
TRF093556,10,5,commercial,medium,28.4
TRF008323,10,3,industrial,medium,39.3
TRF042629,8,3,residential,medium,41.1
TRF013034,0,1,,low,69.9
TRF016415,6,5,,medium,35.2
TRF074898,17,5,,medium,38.9
TRF039108,5,3,residential,low,72.8
TRF056841,17,4,industrial,medium,49.5
TRF092110,1,3,commercial,high,12.6
TRF084489,11,5,residential,low,52.2
TRF063464,6,2,industrial,low,61.7
TRF050327,8,4,industrial,high,24.2
TRF023737,23,0,residential,low,65.0
TRF077710,5,0,,low,79.0
TRF012394,8,4,commercial,low,59.1
TRF090929,21,4,commercial,low,47.6
TRF035878,13,2,commercial,medium,52.8
TRF062849,9,3,commercial,high,18.1
TRF075056,5,6,industrial,low,70.5
TRF075102,10,3,,high,27.7
TRF076920,3,4,,low,49.8
TRF029483,5,4,residential,high,
TRF066814,5,5,,medium,38.9
TRF087660,,1,,high,13.6
TRF084071,14,0,residential,medium,47.7
TRF010832,17,6,residential,,57.8
TRF015287,10,4,residential,medium,42.8
TRF015729,11,3,commercial,high,
TRF048146,16,3,industrial,medium,37.2
TRF058343,22,6,,medium,42.8
TRF085616,12,0,residential,medium,44.5
TRF082882,21,0,industrial,low,76.0
TRF050083,23,5,industrial,low,45.3
TRF085238,20,1,residential,medium,31.8
TRF060775,11,6,residential,medium,26.2
TRF011746,17,2,industrial,high,23.5
TRF086314,,6,industrial,,62.6
TRF087915,1,0,commercial,low,68.7
TRF090675,18,3,residential,high,21.3
TRF049201,13,4,,high,19.8
TRF085564,,3,industrial,high,20.1
TRF022609,11,5,,medium,52.7
TRF078140,14,5,commercial,,49.7
TRF090176,3,3,commercial,low,77.3
TRF039675,15,2,industrial,high,29.1
TRF064046,11,5,industrial,high,23.8
TRF051990,,2,industrial,medium,32.1
TRF031570,2,6,industrial,low,63.8
TRF015572,6,0,residential,low,78.2
TRF004456,5,4,,low,48.6
TRF032113,5,0,commercial,low,68.1
TRF052953,11,1,commercial,medium,33.7
TRF082179,8,5,,high,24.9
TRF019474,14,6,residential,medium,29.9
TRF056862,8,0,commercial,high,20.0
TRF077778,3,3,commercial,low,73.4
TRF044367,1,4,residential,low,70.3
TRF085210,15,3,commercial,high,21.7
TRF067560,22,4,residential,low,69.2
TRF015381,6,3,residential,medium,51.9
TRF006878,1,4,commercial,low,71.1
TRF023545,0,6,industrial,low,59.6
TRF062112,6,0,commercial,medium,40.1
TRF046608,3,4,,low,70.9
TRF012590,1,5,industrial,low,77.2
TRF007384,16,2,residential,low,64.5
TRF022050,18,0,,high,16.3
TRF089057,3,5,industrial,medium,36.2
TRF049356,1,6,industrial,,50.9
TRF019347,14,4,residential,low,70.1
TRF088909,5,3,,low,54.0
TRF013363,4,4,,medium,35.9
TRF075456,8,1,commercial,medium,43.6
TRF047478,7,0,commercial,medium,32.9
TRF085360,23,4,commercial,low,56.8
TRF025645,12,1,,medium,48.4
TRF028592,7,0,commercial,high,25.4
TRF027495,1,5,,low,54.4
TRF018983,6,1,commercial,high,22.7
TRF038153,6,0,commercial,low,49.3
TRF063235,16,1,commercial,medium,52.4
TRF057919,18,0,industrial,medium,49.3
TRF018031,15,4,residential,medium,51.4
TRF075650,13,3,industrial,medium,45.9
TRF021456,19,0,residential,high,20.3
TRF085805,15,5,commercial,medium,42.2
TRF059970,3,1,industrial,low,45.5
TRF093008,15,6,commercial,high,10.6
TRF076073,7,1,,high,22.3
TRF042392,21,3,,low,49.6
TRF017158,2,6,commercial,low,50.4
TRF012756,7,2,commercial,high,29.5
TRF051613,14,6,residential,high,18.2
TRF071829,10,6,industrial,low,49.0
TRF091896,19,4,commercial,medium,38.4
TRF025572,21,4,residential,high,19.1
TRF091276,17,6,,high,20.8
TRF037011,0,4,residential,medium,29.0
TRF037099,4,3,commercial,low,78.6
TRF069186,2,,residential,high,21.2
TRF009415,21,6,industrial,medium,37.5
TRF051258,20,3,residential,low,74.4
TRF051297,,4,commercial,high,14.4
TRF062053,22,0,industrial,,55.9
TRF094290,22,0,,low,56.5
TRF055370,15,0,,high,15.3
TRF044226,12,4,industrial,high,14.2
TRF051418,7,2,,high,12.5
TRF071820,6,2,industrial,medium,32.8
TRF002827,4,0,commercial,low,59.9
TRF020866,7,4,commercial,high,10.7
TRF086410,22,3,industrial,low,45.4
TRF039204,17,4,industrial,high,10.8
TRF051356,18,6,residential,medium,50.5
TRF023465,23,3,,medium,33.3
TRF006890,19,1,industrial,high,16.6
TRF091804,19,2,industrial,high,
TRF029501,7,1,commercial,high,24.2
TRF027606,11,4,commercial,medium,36.1
TRF020015,1,1,residential,low,47.8
TRF043666,17,0,commercial,medium,45.9
TRF007709,3,3,residential,low,65.2
TRF049376,0,3,industrial,high,22.2
TRF092294,21,6,industrial,low,52.4
TRF038207,13,0,commercial,,68.1
TRF064884,1,0,,high,20.7
TRF028273,20,4,commercial,low,56.4
TRF082717,2,6,,medium,49.2
TRF062690,3,3,,high,15.1
TRF075232,12,5,,medium,32.2
TRF092606,23,2,industrial,low,51.0
TRF035842,9,2,industrial,high,12.5
TRF016183,3,4,residential,low,78.4
TRF090257,17,5,residential,high,23.7
TRF065848,23,1,commercial,medium,38.1
TRF040488,5,3,commercial,low,78.6
TRF041962,20,4,,medium,51.6
TRF078497,21,5,industrial,high,17.3
TRF004502,5,0,,low,57.1
TRF092140,13,4,residential,medium,32.3
TRF087209,9,4,residential,high,26.9
TRF019120,11,6,,medium,50.9
TRF037145,9,4,residential,high,11.7
TRF078836,,3,,low,69.7
TRF019324,13,0,,medium,44.3
TRF059741,4,6,commercial,low,57.1
TRF089127,6,4,residential,medium,34.1
TRF065515,11,6,residential,low,47.9
TRF028693,22,6,industrial,low,48.2
TRF038906,11,5,,medium,47.3
TRF018967,6,1,,medium,53.3
TRF041410,8,0,commercial,high,15.0
TRF060373,11,6,commercial,medium,35.5
TRF070556,10,1,industrial,medium,28.6
TRF051815,15,5,,medium,25.7
TRF077435,23,1,commercial,medium,39.9
TRF078856,8,6,industrial,high,23.3
TRF086999,8,2,commercial,medium,53.9
TRF068125,7,6,industrial,high,25.1
TRF016556,11,6,industrial,medium,53.7
TRF089038,14,4,commercial,medium,41.8
TRF047845,14,4,industrial,low,51.6
TRF041897,19,1,residential,high,10.8
TRF055536,17,3,industrial,high,25.7
TRF050876,19,6,commercial,high,26.9
TRF024886,23,6,commercial,low,77.7
TRF070203,8,0,,medium,51.6
TRF077341,1,3,,low,69.9
TRF008112,14,4,industrial,medium,34.6
TRF095021,23,3,industrial,low,75.2
TRF000221,12,1,industrial,,49.9
TRF075618,1,,residential,low,59.0
TRF049833,21,3,residential,low,61.0
TRF041075,17,6,industrial,low,51.9
TRF016701,5,1,residential,medium,29.6
TRF075084,13,0,commercial,medium,34.2
TRF015219,3,0,industrial,low,54.5
TRF024663,17,6,residential,high,24.6
TRF077621,6,5,industrial,high,28.2
TRF044596,16,5,commercial,medium,52.2
TRF014600,3,0,commercial,medium,45.0
TRF011493,16,4,,medium,50.0
TRF038139,8,0,,high,15.1
TRF015164,4,5,industrial,low,75.8
TRF033960,2,1,industrial,low,55.0
TRF029302,9,4,,medium,40.7
TRF030588,3,3,residential,low,49.2
TRF057274,7,2,,high,16.9
TRF073650,11,5,,medium,45.3
TRF084162,7,6,,medium,33.1
TRF085711,22,3,industrial,low,63.9
TRF050024,3,2,industrial,medium,47.6
TRF049416,8,5,commercial,high,12.3
TRF044988,6,0,,low,70.5
TRF084409,11,0,residential,medium,31.6
TRF008477,9,6,industrial,high,23.7
TRF078733,6,4,industrial,medium,26.7
TRF029335,11,4,residential,medium,29.5
TRF043621,5,3,commercial,low,76.8
TRF090674,17,5,commercial,high,23.8
TRF064483,0,3,residential,low,68.7
TRF083041,21,0,,medium,28.0
